CensusTract,HUNVFlag_x,LILATracts_1And10_x,LILATracts_halfAnd10_x,LILATracts_Vehicle_x,LILATracts_1And20_x,LATracts1_x,LATracts10_x,LATracts20_x,LATracts_half_x,entropy_index15,HUNVFlag_y,LILATracts_1And10_y,LILATracts_halfAnd10_y,LILATracts_Vehicle_y,LILATracts_1And20_y,LATracts1_y,LATracts10_y,LATracts20_y,LATracts_half_y,entropy_index10,HUNVFlag_diff,LILATracts_1And10_diff,LILATracts_halfAnd10_diff,LILATracts_Vehicle_diff,LILATracts_1And20_diff,LATracts1_diff,LATracts10_diff,LATracts20_diff,LATracts_half_diff
1073014408,0,0,0,0,0,0,0,0,0,1.303797041714491,1,0,0,0,0,0,0,0,1,1.159990829738036,-1,0,0,0,0,0,0,0,-1
1081041100,1,1,1,1,1,1,0,0,1,1.303015785062701,1,1,1,1,1,1,0,0,1,1.136260478731585,0,0,0,0,0,0,0,0,0
1055011200,0,0,1,0,0,0,0,0,1,1.2920712775308594,0,0,1,0,0,0,0,0,1,1.2475904536736007,0,0,0,0,0,0,0,0,0
1103005109,1,1,1,1,1,1,0,0,1,1.2865618970827022,0,1,1,0,1,1,0,0,1,1.17635669259545,1,0,0,1,0,0,0,0,0
1055000800,0,0,0,0,0,0,0,0,0,1.286448511374626,0,0,0,0,0,0,0,0,0,1.1841342121184928,0,0,0,0,0,0,0,0,0
1073011901,1,0,0,1,0,0,0,0,0,1.2853127113541112,1,0,0,1,0,1,0,0,1,0.9014564024857513,0,0,0,0,0,-1,0,0,-1
1031011000,0,0,0,0,0,1,0,0,1,1.2793966497328477,1,1,1,1,1,1,0,0,1,1.051566800177596,-1,-1,-1,-1,-1,0,0,0,0
1031011300,1,1,1,1,1,1,0,0,1,1.279051765127537,1,1,1,1,1,1,0,0,1,1.0655812481449012,0,0,0,0,0,0,0,0,0
1073000300,1,1,1,1,1,1,0,0,1,1.2758573336383752,1,1,1,1,1,1,0,0,1,0.7984463022603493,0,0,0,0,0,0,0,0,0
1089001500,0,0,1,0,0,0,0,0,1,1.2751704343145933,0,0,1,0,0,0,0,0,1,1.1274987178023717,0,0,0,0,0,0,0,0,0
1117030212,0,0,0,0,0,0,0,0,1,1.2718939500951447,0,0,0,0,0,0,0,0,1,1.2434607088165512,0,0,0,0,0,0,0,0,0
1073004902,1,0,1,1,0,0,0,0,1,1.2673533757953224,1,0,1,1,0,0,0,0,1,1.168994097255475,0,0,0,0,0,0,0,0,0
1129044200,0,0,0,0,0,0,0,0,0,1.2631617161683513,1,0,0,1,0,1,0,0,1,1.211634516379139,-1,0,0,-1,0,-1,0,0,-1
1089001301,0,0,1,0,0,0,0,0,1,1.253229806770728,1,1,1,1,1,1,0,0,1,0.7972686978872404,-1,-1,0,-1,-1,-1,0,0,0
1031011202,0,1,1,0,1,1,0,0,1,1.2508035269382074,0,0,0,0,0,1,0,0,1,1.0682390378276043,0,1,1,0,1,0,0,0,0
1005950400,1,0,0,0,0,0,1,0,0,1.2502432622202193,1,1,1,1,0,1,1,0,1,1.075331258424473,0,-1,-1,-1,0,-1,0,0,-1
1103001000,0,0,0,0,0,0,0,0,1,1.2483300414691272,0,0,0,0,0,0,0,0,1,0.8905148981770292,0,0,0,0,0,0,0,0,0
1089002100,0,0,1,0,0,0,0,0,1,1.2469390363422828,1,0,1,1,0,0,0,0,1,1.1871859262473663,-1,0,0,-1,0,0,0,0,0
1073005104,0,0,1,0,0,0,0,0,1,1.232473641850608,1,0,1,1,0,0,0,0,1,0.9823080527287267,-1,0,0,-1,0,0,0,0,0
1101005301,0,0,0,0,0,1,0,0,1,1.2298320597528496,0,0,0,0,0,0,0,0,0,1.2539790371361355,0,0,0,0,0,1,0,0,1
1055001000,0,0,1,0,0,0,0,0,1,1.2234253647498592,0,0,1,0,0,0,0,0,1,0.5899005653076406,0,0,0,0,0,0,0,0,0
1097003607,1,0,1,1,0,0,0,0,1,1.2228275358684246,1,1,1,1,1,1,0,0,1,0.8499184001035565,0,-1,0,0,-1,-1,0,0,0
1055001300,0,0,1,0,0,0,0,0,1,1.2226063793283692,0,0,1,0,0,0,0,0,1,1.0630965130900838,0,0,0,0,0,0,0,0,0
1103000600,1,0,1,1,0,0,0,0,1,1.2218378006670754,1,0,1,1,0,0,0,0,1,0.9081294443599623,0,0,0,0,0,0,0,0,0
1101006000,0,0,0,0,0,0,0,0,0,1.216437019256284,0,0,0,0,0,1,0,0,1,0.97522159856448,0,0,0,0,0,-1,0,0,-1
1059973000,0,1,1,0,1,1,0,0,1,1.2131656502980868,0,1,1,0,1,1,0,0,1,0.9557508074626264,0,0,0,0,0,0,0,0,0
1097005800,1,0,0,1,0,0,0,0,0,1.2079131127169773,1,0,0,1,0,1,0,0,1,1.141784484785214,0,0,0,0,0,-1,0,0,-1
1083020600,1,1,1,1,1,1,0,0,1,1.2054526487809312,1,1,1,1,1,1,0,0,1,0.9185123605936999,0,0,0,0,0,0,0,0,0
1049960800,0,0,0,0,0,0,0,0,0,1.2026444171132937,0,0,0,0,0,1,0,0,1,0.9604686327618349,0,0,0,0,0,-1,0,0,-1
1073012701,0,1,1,0,1,1,0,0,1,1.192512249625937,0,0,0,0,0,1,0,0,1,0.9583408340432683,0,1,1,0,1,0,0,0,0
1101005609,0,0,0,0,0,1,0,0,1,1.1755532113150513,0,0,0,0,0,1,0,0,1,1.1752825947825802,0,0,0,0,0,0,0,0,0
1125012700,0,1,1,0,1,1,0,0,1,1.1733441636390984,0,0,0,0,0,1,0,0,1,0.9810771183893614,0,1,1,0,1,0,0,0,0
1073010706,0,0,0,0,0,1,0,0,1,1.1715177675191257,0,0,0,0,0,1,0,0,1,0.9393209526695486,0,0,0,0,0,0,0,0,0
1117030319,0,0,1,0,0,0,0,0,1,1.1706996085712686,0,0,1,0,0,0,0,0,1,1.0128880088865548,0,0,0,0,0,0,0,0,0
1049961300,1,0,0,1,0,0,0,0,0,1.1701799975410492,1,0,0,1,0,1,0,0,1,0.8804624843027762,0,0,0,0,0,-1,0,0,-1
1059973200,0,1,1,0,1,1,0,0,1,1.168967174096557,1,1,1,1,1,1,0,0,1,0.9099495527078211,-1,0,0,-1,0,0,0,0,0
1045021102,0,0,0,0,0,0,0,0,0,1.1683893984818179,0,0,0,0,0,1,0,0,1,1.089242029559509,0,0,0,0,0,-1,0,0,-1
1097002900,0,0,1,0,0,0,0,0,1,1.166809851549016,0,0,0,0,0,1,0,0,1,0.9704894153891219,0,0,1,0,0,-1,0,0,0
1089001402,1,1,1,1,1,1,0,0,1,1.1634710097346037,1,1,1,1,1,1,0,0,1,1.0051784130554227,0,0,0,0,0,0,0,0,0
1083021000,0,1,1,0,1,1,0,0,1,1.1633993649938976,0,1,1,0,1,1,0,0,1,0.9645066765858048,0,0,0,0,0,0,0,0,0
1097001800,0,1,1,0,1,1,0,0,1,1.1613368101914452,0,1,1,0,1,1,0,0,1,1.2078082648761954,0,0,0,0,0,0,0,0,0
1045021101,1,0,0,0,0,1,0,0,1,1.1596816058573118,0,0,0,0,0,1,0,0,1,1.047587869614835,1,0,0,0,0,0,0,0,0
1053970400,1,1,1,1,0,0,1,0,0,1.1561401774019087,0,1,1,0,0,1,1,0,1,1.1563518785363658,1,0,0,1,0,-1,0,0,-1
1113030902,0,0,0,0,0,0,0,0,0,1.1549603360929839,1,0,0,0,0,1,0,0,1,1.097439109162473,-1,0,0,0,0,-1,0,0,-1
1083020700,0,0,1,0,0,0,0,0,1,1.1531803613760276,0,0,1,0,0,0,0,0,1,1.0261170371311423,0,0,0,0,0,0,0,0,0
1101001600,0,0,1,0,0,0,0,0,1,1.1522847465126307,1,0,1,1,0,0,0,0,1,1.1178766052855031,-1,0,0,-1,0,0,0,0,0
1089011021,0,1,1,0,1,1,0,0,1,1.147021966003236,1,0,0,0,0,1,0,0,1,1.0504930732044218,-1,1,1,0,1,0,0,0,0
1097003202,0,0,0,0,0,0,0,0,0,1.1423554090771604,0,0,0,0,0,0,0,0,0,1.1164882659751802,0,0,0,0,0,0,0,0,0
1117030315,0,0,0,0,0,1,0,0,1,1.1420344818444017,0,0,0,0,0,1,0,0,1,0.9404612112779339,0,0,0,0,0,0,0,0,0
1101005603,1,1,1,1,1,1,0,0,1,1.1418389194873275,1,1,1,1,1,1,0,0,1,0.6668932474550432,0,0,0,0,0,0,0,0,0
1059973300,0,0,0,0,0,0,0,0,0,1.1368688984830664,0,0,0,0,0,1,0,0,1,0.7345507245906249,0,0,0,0,0,-1,0,0,-1
1089011100,0,1,1,0,1,1,0,0,1,1.1359052483442424,0,1,1,0,1,1,0,0,1,1.1598187752111515,0,0,0,0,0,0,0,0,0
1073010900,1,1,1,1,1,1,0,0,1,1.1345712028208348,1,0,1,1,0,0,0,0,1,0.9814479999741286,0,1,0,0,1,1,0,0,0
1101002500,0,1,1,0,1,1,0,0,1,1.1334790335662959,1,1,1,1,1,1,0,0,1,1.1851971879385146,-1,0,0,-1,0,0,0,0,0
1073004500,1,0,1,1,0,0,0,0,1,1.1271016528624325,1,0,1,1,0,0,0,0,1,1.036487046940789,0,0,0,0,0,0,0,0,0
1089011200,0,0,0,0,0,0,0,0,0,1.1234328744580864,0,0,0,0,0,1,0,0,1,1.1642563514641378,0,0,0,0,0,-1,0,0,-1
1125011901,1,0,1,1,0,0,0,0,1,1.1213103213568216,1,1,1,1,1,1,0,0,1,0.7288266957063482,0,-1,0,0,-1,-1,0,0,0
1095030802,1,1,1,1,1,1,0,0,1,1.1191695768939842,0,1,1,0,1,1,0,0,1,0.769914076734657,1,0,0,1,0,0,0,0,0
1077010700,0,0,1,0,0,0,0,0,1,1.1183670296513657,0,0,1,0,0,0,0,0,1,0.7207624898860021,0,0,0,0,0,0,0,0,0
1117030341,0,0,0,0,0,0,0,0,1,1.1181878410506174,0,0,0,0,0,0,0,0,1,0.6913837093752017,0,0,0,0,0,0,0,0,0
1049960700,1,0,0,1,0,0,0,0,0,1.112754580311154,1,0,0,1,0,1,0,0,1,0.6154061114728158,0,0,0,0,0,-1,0,0,-1
1109189100,1,1,1,1,1,1,0,0,1,1.1096667442605457,0,1,1,0,1,1,0,0,1,0.9579985231145379,1,0,0,1,0,0,0,0,0
1089011014,0,0,0,0,0,1,0,0,1,1.1069490095577805,0,0,0,0,0,1,0,0,1,0.8929297503065144,0,0,0,0,0,0,0,0,0
1101000400,1,1,1,1,1,1,0,0,1,1.1020932462334085,0,1,1,0,1,1,0,0,1,0.890226099586375,1,0,0,1,0,0,0,0,0
1077010100,0,1,1,0,1,1,0,0,1,1.0966345695630795,0,1,1,0,1,1,0,0,1,1.0808674004096936,0,0,0,0,0,0,0,0,0
1095030903,1,1,1,1,1,1,0,0,1,1.0904752858359765,1,1,1,1,1,1,0,0,1,0.8297856211535349,0,0,0,0,0,0,0,0,0
1097003606,0,0,0,0,0,0,0,0,1,1.0885122265940017,0,0,0,0,0,1,0,0,1,0.881371809459989,0,0,0,0,0,-1,0,0,0
1127020400,1,1,1,1,1,1,0,0,1,1.0864023401486922,1,1,1,1,1,1,0,0,1,0.8235184079965528,0,0,0,0,0,0,0,0,0
1089001401,0,0,0,0,0,1,0,0,1,1.0844095898351493,0,0,0,0,0,1,0,0,1,0.8123916210579065,0,0,0,0,0,0,0,0,0
1073011002,0,0,1,0,0,0,0,0,1,1.0842179292612502,0,1,1,0,1,1,0,0,1,0.8785767093022336,0,-1,0,0,-1,-1,0,0,0
1069040302,0,1,1,0,1,1,0,0,1,1.0801756400481255,0,1,1,0,1,1,0,0,1,0.9359510910475936,0,0,0,0,0,0,0,0,0
1121010700,0,1,1,0,1,1,0,0,1,1.079294272182564,0,1,1,0,1,1,0,0,1,0.24898014074729122,0,0,0,0,0,0,0,0,0
1073011210,1,1,1,1,1,1,0,0,1,1.0788895469280706,0,1,1,0,1,1,0,0,1,0.9678741478007716,1,0,0,1,0,0,0,0,0
1101005607,0,0,0,0,0,1,0,0,1,1.076200434118536,0,0,0,0,0,1,0,0,1,1.1713950051229802,0,0,0,0,0,0,0,0,0
1097003605,0,0,0,0,0,1,0,0,1,1.0725785348915315,0,0,0,0,0,1,0,0,1,0.9098590131664734,0,0,0,0,0,0,0,0,0
1103000400,1,0,0,0,0,0,0,0,1,1.0674301985816332,1,0,1,1,0,0,0,0,1,0.9094055094693098,0,0,-1,-1,0,0,0,0,0
1097003703,0,0,0,0,0,0,0,0,1,1.066634229014799,0,0,0,0,0,1,0,0,1,1.0605024469306166,0,0,0,0,0,-1,0,0,0
1053970500,1,0,0,1,0,0,0,0,0,1.0661387630594428,1,0,0,1,0,1,0,0,1,1.1657326014718838,0,0,0,0,0,-1,0,0,-1
1097002800,0,0,1,0,0,0,0,0,1,1.0651744214918135,1,0,1,1,0,0,0,0,1,0.8564812876463139,-1,0,0,-1,0,0,0,0,0
1003011502,1,1,1,1,1,1,0,0,1,1.063196354389654,1,1,1,1,1,1,0,0,1,1.0313838131626372,0,0,0,0,0,0,0,0,0
1089010622,1,1,1,1,1,1,0,0,1,1.0628590968466927,1,1,1,1,1,1,0,0,1,1.0190664237587232,0,0,0,0,0,0,0,0,0
1097003203,1,0,1,1,0,0,0,0,1,1.0625594091621633,0,0,1,0,0,0,0,0,1,0.9078262834770914,1,0,0,1,0,0,0,0,0
1089011022,0,0,0,0,0,0,0,0,1,1.0610895682961838,0,0,0,0,0,0,0,0,1,0.8871824327940538,0,0,0,0,0,0,0,0,0
1015000700,0,0,1,0,0,0,0,0,1,1.060386397697374,0,1,1,0,1,1,0,0,1,0.9962003866524084,0,-1,0,0,-1,-1,0,0,0
1015001201,0,1,1,0,1,1,0,0,1,1.0602301521960953,0,1,1,0,1,1,0,0,1,0.8651140913042284,0,0,0,0,0,0,0,0,0
1125010803,0,1,1,0,1,1,0,0,1,1.0576988100655105,1,1,1,1,1,1,0,0,1,0.7063902432078404,-1,0,0,-1,0,0,0,0,0
1101005407,0,0,0,0,0,0,0,0,1,1.0561167575501116,0,0,0,0,0,1,0,0,1,0.921153466877927,0,0,0,0,0,-1,0,0,0
1125010403,1,0,1,1,0,0,0,0,1,1.0529284886742685,0,0,1,0,0,0,0,0,1,0.7945602953963069,1,0,0,1,0,0,0,0,0
1089000601,0,0,0,0,0,0,0,0,0,1.0526532213564692,0,0,0,0,0,1,0,0,1,1.0825656326294666,0,0,0,0,0,-1,0,0,-1
1079979200,1,0,0,0,0,0,0,0,0,1.0525976829402317,1,0,0,1,0,1,0,0,1,0.934220370434334,0,0,0,-1,0,-1,0,0,-1
1069040301,0,0,0,0,0,1,0,0,1,1.0520550245182152,0,0,0,0,0,1,0,0,1,0.8836609478340016,0,0,0,0,0,0,0,0,0
1021060101,0,0,0,0,0,0,0,0,0,1.0512649180898355,0,0,0,0,0,1,0,0,1,0.9964385373341341,0,0,0,0,0,-1,0,0,-1
1097003707,1,0,0,0,0,0,0,0,1,1.0498951220441122,0,0,0,0,0,0,0,0,1,1.0022063519596536,1,0,0,0,0,0,0,0,0
1011952200,1,0,0,0,0,1,0,0,1,1.0489559386064866,1,1,1,1,1,1,0,0,1,0.757360987170658,0,-1,-1,-1,-1,0,0,0,0
1125010804,0,0,0,0,0,0,0,0,1,1.0441039259989606,0,0,0,0,0,0,0,0,1,0.8514242074798674,0,0,0,0,0,0,0,0,0
1089001302,0,0,1,0,0,0,0,0,1,1.0413426098694893,0,0,1,0,0,0,0,0,1,1.0038014878749257,0,0,0,0,0,0,0,0,0
1005950100,0,1,1,0,0,0,1,0,0,1.03953933983297,0,1,1,0,0,1,1,0,1,0.8299115289021967,0,0,0,0,0,-1,0,0,-1
1097007300,0,0,0,0,0,0,0,0,0,1.0380274555349371,1,0,0,1,0,1,0,0,1,0.6177584839558459,-1,0,0,-1,0,-1,0,0,-1
1073011802,1,1,1,1,1,1,0,0,1,1.0378794783696303,0,0,0,0,0,1,0,0,1,0.836128059938448,1,1,1,1,1,0,0,0,0
1117030316,0,0,0,0,0,1,0,0,1,1.0365863418803585,0,0,0,0,0,1,0,0,1,0.6426335807922349,0,0,0,0,0,0,0,0,0
1073005908,1,0,1,1,0,0,0,0,1,1.0352932628744171,1,1,1,1,1,1,0,0,1,0.819491497821359,0,-1,0,0,-1,-1,0,0,0
1083021100,1,0,0,0,0,0,0,0,0,1.0338346694187028,1,0,0,1,0,1,0,0,1,0.8155930718322753,0,0,0,-1,0,-1,0,0,-1
1045020000,0,0,0,0,0,0,0,0,0,1.0332915481640363,0,0,0,0,0,1,0,0,1,1.1463331470404208,0,0,0,0,0,-1,0,0,-1
1081041000,0,0,0,0,0,0,0,0,0,1.0329525443195142,1,0,0,0,0,1,0,0,1,0.804722564544414,-1,0,0,0,0,-1,0,0,-1
1101000900,0,0,0,0,0,1,0,0,1,1.0326314472627867,0,0,0,0,0,1,0,0,1,1.142400924820263,0,0,0,0,0,0,0,0,0
1055000700,0,0,0,0,0,0,0,0,0,1.0309244454498223,0,0,0,0,0,0,0,0,0,0.8386470087660719,0,0,0,0,0,0,0,0,0
1073014404,0,0,0,0,0,1,0,0,1,1.0309213620959996,0,0,0,0,0,1,0,0,1,0.8005873671210967,0,0,0,0,0,0,0,0,0
1005950900,1,1,1,1,1,1,0,0,1,1.0299682086323616,1,0,1,1,0,0,0,0,1,0.9418380154194945,0,1,0,0,1,1,0,0,0
1015000800,0,0,1,0,0,0,0,0,1,1.029565208282218,0,0,1,0,0,0,0,0,1,1.033467984937697,0,0,0,0,0,0,0,0,0
1051031300,0,0,0,0,0,0,0,0,0,1.0269500304760637,0,0,0,0,0,1,0,0,1,0.9082704085873881,0,0,0,0,0,-1,0,0,-1
1073013300,1,1,1,1,1,1,0,0,1,1.0262590932438338,1,1,1,1,1,1,0,0,1,0.5952077929960073,0,0,0,0,0,0,0,0,0
1073010200,0,0,1,0,0,0,0,0,1,1.0252506038492588,1,0,1,1,0,0,0,0,1,0.6448030613488828,-1,0,0,-1,0,0,0,0,0
1073014302,0,0,0,0,0,0,0,0,0,1.0228580575782154,0,0,0,0,0,1,0,0,1,0.9920877192632448,0,0,0,0,0,-1,0,0,-1
1055001200,0,0,1,0,0,0,0,0,1,1.020024117059303,0,0,0,0,0,0,0,0,1,0.9193396611304072,0,0,1,0,0,0,0,0,0
1125012100,0,0,1,0,0,0,0,0,1,1.0161343851121596,0,0,0,0,0,0,0,0,1,0.8675211973608102,0,0,1,0,0,0,0,0,0
1097003602,0,1,1,0,1,1,0,0,1,1.0142037574338152,0,1,1,0,1,1,0,0,1,0.5535617555956991,0,0,0,0,0,0,0,0,0
1125012405,1,0,1,1,0,0,0,0,1,1.0138391669212954,1,1,1,1,1,1,0,0,1,0.7664579204878053,0,-1,0,0,-1,-1,0,0,0
1081040902,1,0,1,1,0,0,0,0,1,1.0126440774528844,1,1,1,1,1,1,0,0,1,0.9561599596594914,0,-1,0,0,-1,-1,0,0,0
1089000701,1,0,1,1,0,0,0,0,1,1.0122423073154017,0,0,1,0,0,0,0,0,1,0.8829813367918624,1,0,0,1,0,0,0,0,0
1101005611,0,0,0,0,0,0,0,0,0,1.0106066353077696,0,0,0,0,0,1,0,0,1,0.9196364143178298,0,0,0,0,0,-1,0,0,-1
1101005410,0,0,0,0,0,1,0,0,1,1.009548369254826,0,0,0,0,0,0,0,0,1,0.9841147263999352,0,0,0,0,0,1,0,0,0
1125010405,0,0,0,0,0,1,0,0,1,1.0055055227434442,0,0,0,0,0,1,0,0,1,0.6308268422595806,0,0,0,0,0,0,0,0,0
1089010612,0,0,0,0,0,1,0,0,1,1.0053136052009992,0,0,0,0,0,1,0,0,1,0.9812473873555095,0,0,0,0,0,0,0,0,0
1083021200,0,0,0,0,0,0,0,0,0,1.005035032822264,0,0,0,0,0,1,0,0,1,0.8921487054067088,0,0,0,0,0,-1,0,0,-1
1121011800,1,0,1,1,0,0,0,0,1,1.0042623724431332,1,1,1,1,1,1,0,0,1,0.7330974817805788,0,-1,0,0,-1,-1,0,0,0
1015001000,0,0,0,0,0,1,0,0,1,1.0034442438946414,0,0,0,0,0,1,0,0,1,0.8376741083585058,0,0,0,0,0,0,0,0,0
1097006701,0,0,0,0,0,0,0,0,0,1.0031222579224532,1,0,0,0,0,1,0,0,1,0.913838406825212,-1,0,0,0,0,-1,0,0,-1
1045020801,0,0,0,0,0,0,0,0,0,1.0024443143785562,0,0,0,0,0,1,0,0,1,0.9956476626575813,0,0,0,0,0,-1,0,0,-1
1051031000,0,1,1,0,1,1,0,0,1,1.0013237106288086,0,0,0,0,0,1,0,0,1,0.6101596729931753,0,1,1,0,1,0,0,0,0
1117030314,0,0,0,0,0,0,0,0,1,0.9999997066827511,0,0,0,0,0,0,0,0,1,0.9104394527310312,0,0,0,0,0,0,0,0,0
1101005408,0,0,0,0,0,1,0,0,1,0.9998009335733379,0,0,0,0,0,1,0,0,1,0.9408471802366679,0,0,0,0,0,0,0,0,0
1097005100,0,1,1,0,1,1,0,0,1,0.9982693921573896,0,1,1,0,1,1,0,0,1,0.7001410912743136,0,0,0,0,0,0,0,0,0
1097001001,0,0,0,0,0,0,0,0,0,0.9961490970596004,0,0,0,0,0,0,0,0,0,0.9234034528555489,0,0,0,0,0,0,0,0,0
1125010500,1,1,1,1,1,1,0,0,1,0.9959300123921009,1,1,1,1,1,1,0,0,1,1.0777060393569593,0,0,0,0,0,0,0,0,0
1089003000,0,0,1,0,0,0,0,0,1,0.9950135032085622,0,0,1,0,0,0,0,0,1,0.8984847859186046,0,0,0,0,0,0,0,0,0
1031010900,0,0,0,0,0,0,0,0,0,0.9949295044741494,0,0,0,0,0,1,0,0,1,1.0520767241148583,0,0,0,0,0,-1,0,0,-1
1117030408,1,0,0,1,0,0,0,0,0,0.9947461967508138,0,0,0,0,0,1,0,0,1,0.9009437399730759,1,0,0,1,0,-1,0,0,-1
1045020700,1,0,1,1,0,0,0,0,1,0.9912751865027132,1,0,1,1,0,0,0,0,1,0.8859504234910567,0,0,0,0,0,0,0,0,0
1081040602,0,1,1,0,1,1,0,0,1,0.9912431827856611,1,1,1,1,1,1,0,0,1,0.7900450314492803,-1,0,0,-1,0,0,0,0,0
1117030501,1,0,0,0,0,1,0,0,1,0.9903629120667361,0,0,0,0,0,1,0,0,1,0.7554069768954077,1,0,0,0,0,0,0,0,0
1123962100,1,1,1,1,1,1,0,0,1,0.9898175875642128,1,1,1,1,1,1,0,0,1,0.8884461180938577,0,0,0,0,0,0,0,0,0
1095030801,0,1,1,0,1,1,0,0,1,0.9883713425974376,0,0,0,0,0,1,0,0,1,0.5858921454471692,0,1,1,0,1,0,0,0,0
1101003302,0,0,1,0,0,0,0,0,1,0.9876228763618446,0,0,0,0,0,0,0,0,1,1.036977284157828,0,0,1,0,0,0,0,0,0
1089010501,0,0,0,0,0,1,0,0,1,0.9862489041589271,0,0,0,0,0,1,0,0,1,0.9149404978198663,0,0,0,0,0,0,0,0,0
1055010100,0,0,0,0,0,0,0,0,0,0.986230635368313,0,0,0,0,0,1,0,0,1,0.5939712988951074,0,0,0,0,0,-1,0,0,-1
1101005610,0,0,0,0,0,0,0,0,0,0.9840577676460569,0,0,0,0,0,1,0,0,1,0.994256483113571,0,0,0,0,0,-1,0,0,-1
1101005901,1,0,0,0,0,0,1,0,0,0.9839212053319185,1,0,0,0,0,1,1,0,1,0.8852478626086222,0,0,0,0,0,-1,0,0,-1
1081040603,0,1,1,0,1,1,0,0,1,0.9820229876025532,0,1,1,0,1,1,0,0,1,0.8634369771058389,0,0,0,0,0,0,0,0,0
1017954500,1,1,1,1,1,1,0,0,1,0.9798296463340929,0,1,1,0,1,1,0,0,1,0.9380613757638362,1,0,0,1,0,0,0,0,0
1089010502,0,0,0,0,0,0,0,0,0,0.9794667055995944,0,0,0,0,0,1,0,0,1,0.9363821302502028,0,0,0,0,0,-1,0,0,-1
1117030604,0,0,0,0,0,1,0,0,1,0.9784917474725461,0,0,0,0,0,1,0,0,1,0.6551008185379082,0,0,0,0,0,0,0,0,0
1117030406,0,0,0,0,0,0,0,0,0,0.9769042240303292,1,0,0,0,0,1,0,0,1,0.8897821215388746,-1,0,0,0,0,-1,0,0,-1
1109189300,1,0,0,1,0,0,0,0,0,0.9763560815055002,1,0,0,1,0,1,0,0,1,1.0301905850420374,0,0,0,0,0,-1,0,0,-1
1069041200,0,0,1,0,0,0,0,0,1,0.9756697496247605,1,0,1,1,0,0,0,0,1,1.0107847179229816,-1,0,0,-1,0,0,0,0,0
